address,lat,lon
530 7 AVENUE 10018,40.7540534,-73.9886997
5012 SKILLMAN AVE 11377,40.7459396,-73.913945
622 3RD AVE 10017,40.7497769,-73.97570259999999
788 LEXINGTON AVE 10065,40.76376399999999,-73.9673344
9418 SUTPHIN BLVD 11435,40.6984676,-73.8067657
2501 JEROME AVE 10468,40.8644448,-73.9002497
381 VAN DUZER STREET 10304,40.6287346,-74.0797582
3497 BOSTON ROAD 10469,40.877067,-73.846716
16312 CROSSBAY BOULEVARD 11414,40.6519195,-73.8385435
267 ELIZABETH STREET 10012,40.7239981,-73.99386129999999
119 SAINT MARKS PLACE 10009,40.7270085,-73.9835497
253 BROADWAY 10310,40.6352687,-74.11713689999999
9630 LINDEN BOULEVARD 11417,40.673701,-73.839596
939 LEXINGTON AVE 10065,40.7681457,-73.9634465
2551A STEINWAY STREET 11103,40.76668189999999,-73.9125971
90 NASSAU STREET 10038,40.710078,-74.007679
4030 BROADWAY 10032,40.8419403,-73.9388951
13 E MOUNT EDEN AVE 10452,40.8443075,-73.9142916
2310 86TH ST 11214,40.60019339999999,-73.9914276
714 7 AVENUE 10036,40.7596846,-73.9846391
22 WEST    8 STREET 10011,40.7326287,-73.9976676
348 WEST   52 STREET 10019,40.7640839,-73.9869342
1483 2ND AVE 10075,40.7722556,-73.9561648
81 SOUTH    6 STREET 11249,40.7111048,-73.9651604
121B NAGLE AVENUE 10040,40.8606734,-73.92692319999999
1488 1 AVENUE 10075,40.771291,-73.95318
6319 8TH AVE 11220,40.6333585,-74.011445
81 UNIVERSITY PLACE 10003,40.7333061,-73.9930828
9419 ROOSEVELT AVENUE 11372,40.7491688,-73.87203769999999
29 E 28TH ST 10016,40.7438918,-73.98495419999999
642 AMSTERDAM AVE 10025,40.791128,-73.972787
13530 140 STREET 11436,40.6672234,-73.79862
7029 PARSONS BOULEVARD 11365,40.731485,-73.809902
10614 NORTHERN BLVD 11368,40.7575671,-73.8622572
60 W 56TH ST 10019,40.7632881,-73.9774714
1479 BEACH CHANNEL DRIVE 11691,40.6098725,-73.7538687
279 FLATBUSH AVENUE 11217,40.679387,-73.9737842
1035 E 92ND ST 11236,40.643789,-73.907489
1060 RUTLAND ROAD 11212,40.6635731,-73.9245811
725 3RD AVE 10017,40.752794,-73.972624
140 EAST   27 STREET 10016,40.741611,-73.982529
685 3RD AVE 10017,40.7515453,-73.9735893
1374 BOSTON ROAD 10456,40.8323837,-73.898194
1617 2 AVENUE 10028,40.7765639,-73.952983
11319 BEACH CHANNEL DRIVE 11694,40.581895,-73.8352161
906908 E GUNHILL RD 10469,40.869102,-73.84361460000001
3622 QUENTIN ROAD 11234,40.6148963,-73.9359936
281 VAN BRUNT ST 11231,40.6790898,-74.0106948
1901 EMMONS AVENUE 11235,40.583865,-73.949116
667 CLASSON AVE 11238,40.6773247,-73.9589659
3785 VICTORY BOULEVARD 10314,40.5975061,-74.1822074
6422 BAY PARKWAY 11204,40.6141505,-73.9815222
9419 ASTORIA BLVD 11369,40.763095,-73.87443999999999
20 WEST 38 STREET 10018,40.7512301,-73.9838982
353 GREENWICH ST 10013,40.7186421,-74.010138
13832 JAMAICA AVENUE 11435,40.70226,-73.81429059999999
27127 UNION TPKE 11040,40.7523323,-73.702387
805 ZEREGA AVENUE 10473,40.8244097,-73.8432158
3612 DITMARS BOULEVARD 11105,40.7738985,-73.9079891
1885 3RD AVE 10029,40.7902887,-73.9451897
12301 LIBERTY AVE 11419,40.6876586,-73.8211145
4909 NORTHERN BOULEVARD 11101,40.7536003,-73.9129497
9904A ROCKAWAY BEACH BLVD 11694,40.5842693,-73.8206443
350 WEST   42 STREET 10036,40.7578482,-73.99232310000001
28 BOWERY 10013,40.7150441,-73.9971666
225 LIBERTY ST 10281,40.7125,-74.015278
8130 BROADWAY 11373,40.7428533,-73.88321429999999
9006 JAMAICA AVE 11421,40.6926828,-73.854371
1085 2ND AVE 10022,40.7596006,-73.9653944
0 JFK AIRPORT 11430,40.6413111,-73.77813909999999
3473 BROADWAY 10031,40.8244168,-73.9523121
42 UNION SQ E 10003,40.7361924,-73.9890465
13515 37 AVENUE 11354,40.7611691,-73.8325201
13621 41ST AVE 11355,40.7455477,-73.8880796
7238 AUSTIN ST 11375,40.7186748,-73.8415232
3203 BROADWAY 11106,40.7616589,-73.9242411
4701 VAN DAM ST 11101,40.74254500000001,-73.93378
213 PARK AVE S 10003,40.736816,-73.9886554
100 PARK AVE 10017,40.7515456,-73.97891659999999
377 1ST AVE 10010,40.73643740000001,-73.97921509999999
302 WEST   51 STREET 10019,40.7629472,-73.9862398
645 COURTLANDT AVE 10451,40.8189192,-73.9186459
123 RIVINGTON STREET 10002,40.7196431,-73.98725250000001
250 EAST BURNSIDE AVENUE 10457,40.85150660000001,-73.902627
4143 CLIFTON PLACE 11238,40.6881499,-73.95986719999999
5 MOTT ST 10013,40.7138624,-73.9989112
8318 3RD AVE 11209,40.6252299,-74.030586
24507 JERICHO TURNPIKE 11426,40.7250907,-73.7227754
941 INTERVALE AVENUE 10459,40.8212335,-73.8972411
526 MORRIS AVENUE 10451,40.8169148,-73.9227994
111 AVENUE C 10009,40.7243248,-73.9789511
695 9TH AVE 10036,40.7621569,-73.99018819999999
713 86 STREET 11228,40.6188842,-74.0214858
3352 FULTON ST 11208,40.6835664,-73.8718382
493 3 AVENUE 10016,40.745166,-73.97815899999999
1180 FOREST AVE 10310,40.6263757,-74.12929489999999
4219 COLLEGE POINT BLVD 11355,40.7545081,-73.83299079999999
641 10TH AVE 10036,40.7619518,-73.9941825
608 NOSTRAND AVE 11216,40.6779011,-73.9499469
341 SAINT NICHOLAS AVE 11385,40.7006561,-73.9096659
10 COLUMBUS CIRCLE 10019,40.7684141,-73.9827037
1914 NOSTRAND AVENUE 11226,40.6389481,-73.9484688
837 MANHATTAN AVENUE 11222,40.7286892,-73.9537445
3720 30 AVENUE 11103,40.76418630000001,-73.916027
90 3RD AVE 10003,40.7322454,-73.98830579999999
1501 PITKIN AVE 11212,40.6689861,-73.91788710000002
2401 29 STREET 11102,40.7727726,-73.9164116
15301 10TH AVE 11357,36.3585609,-119.6369356
361 E 138TH ST 10454,40.8097258,-73.9238347
13347 ROOSEVELT AVE 11354,40.7588856,-73.8327513
5807 5TH AVE 11220,40.6404058,-74.0150577
2029 GRAND CONCOURSE 10453,40.8520697,-73.9044081
478 ROCKAWAY AVE 11212,40.6682288,-73.9106761
4316 BROADWAY 10033,40.85190009999999,-73.9346102
888 8 AVENUE 10019,40.7637495,-73.9846917
4446 MAIN STREET 10307,40.50667139999999,-74.24608549999999
35 WHITE ST 10013,40.7186497,-74.00457109999999
5627 61ST ST 11378,40.7240714,-73.9042425
930 2ND AVE 10022,40.7544316,-73.9685183
4718 WHITE PLAINS ROAD 10470,40.9039816,-73.8496036
47 EAST BROADWAY 10002,40.7133811,-73.9957893
346 MALCOLM X BLVD 11233,40.6809194,-73.9288991
207 WEST   38 STREET 10018,40.753859,-73.9890635
28 LITTLE WEST   12 STREET 10014,40.7397702,-74.0074731
4521 AVENUE N 11234,40.618925,-73.931028
401 GREENWICH STREET 10013,40.7209191,-74.0096652
2538 PITKIN AVENUE 11208,40.6742637,-73.8785797
71 7TH AVE 11217,40.6751435,-73.9746236
232 E 53RD ST 10022,40.7568925,-73.9683331
297 BROADWAY 11211,40.7085594,-73.95791729999999
5824 8 AVENUE 11220,40.63628,-74.009073
5201 5 AVENUE 11220,40.6437518,-74.01138279999999
6321 8 AVENUE 11220,40.6333309,-74.01164109999999
4736 BELL BLVD 11361,40.755987,-73.767639
266 WEST   47 STREET 10036,40.7600569,-73.98717649999999
1 BATTERY PARK PLAZA 10004,40.7033758,-74.0138065
840 2 AVENUE 10017,40.7514669,-73.9706863
85 SMITH STREET 11201,40.6889049,-73.9886787
1719 PITKIN AVE 11212,40.6700941,-73.90966569999999
2102 EASTCHESTER RD 10461,40.8562607,-73.84372119999999
2124 NOSTRAND AVENUE 11210,40.6335796,-73.9479795
96 EAST  161 STREET 10451,40.8270316,-73.9244796
1322 BROADWAY 11221,40.6902175,-73.9236669
94179419 3 AVENUE 11209,40.6250008,-74.0304542
31 WEST   43 STREET 10036,40.75495129999999,-73.98189099999999
212 PATCHEN AVE 11233,40.6835767,-73.9263952
938 4 AVENUE 11232,40.6549109,-74.0041043
1359 1 AVENUE 10021,40.7684496,-73.9558618
288 3 AVENUE 11215,40.6773189,-73.98634310000001
10709 ROCKAWAY BOULEVARD 11417,40.678578,-73.831833
323 CHURCH STREET 10013,40.7200705,-74.0036258
18-20 1 AVENUE 10009,40.7234763,-73.9879681
244 GRAND STREET 11211,40.71347129999999,-73.95903109999999
750 6 AVENUE 10010,40.7437269,-73.99181159999999
687 5TH AVE 11215,40.6614403,-73.9930691
14908 41ST AVE 11355,40.761938,-73.8153339
2556 CONEY ISLAND AVE 11223,40.594466,-73.9612159
354 METROPOLITAN AVENUE 11211,40.7139033,-73.9564981
2 PENN STATION 10001,40.7500759,-73.9921939
150 GREAVES LANE 10308,40.5538823,-74.1426219
3052-3078 W 21ST ST 11224,40.572891,-73.98754799999999
4207 MAIN ST 11355,40.7551147,-73.82795759999999
4103 162ND ST 11358,40.7612504,-73.8036063
823 CASTLETON AVE 10310,40.6348761,-74.1098762
516 NOSTRAND AVENUE 11216,40.681221,-73.94994009999999
8774B BAY PARKWAY 11214,40.5985391,-73.9976236
290 BRIGHTON BEACH AVENUE 11235,40.5766992,-73.964236
6132 SPRINGFIELD BOULEVARD 11364,40.7483198,-73.756564
227 SULLIVAN STREET 10012,40.72960519999999,-73.9994648
374 8TH AVE 10001,40.74876,-73.9956289
1048 BEDFORD AVENUE 11205,40.6890781,-73.95528089999999
20 CHRISTOPHER ST 10014,40.7338041,-74.0006557
12620 ROCKAWAY BOULEVARD 11420,40.674944,-73.810936
9106 JAMAICA AVENUE 11421,40.69298819999999,-73.8534615
703 LYDIG AVE 10462,40.8546294,-73.8673474
6301 8TH AVENUE 11220,40.6333829,-74.0113348
4959 BROADWAY 10034,40.8681495,-73.9206083
1446 1ST AVE 10021,40.7698209,-73.9542362
33 CROSBY ST 10013,40.7207889,-73.9992785
174 BEDFORD AVENUE 11249,40.7181719,-73.9577261
226 WEST HOUSTON STREET 10014,40.72868829999999,-74.0048793
236 WEST   52 STREET 10019,40.762879,-73.9841278
110 KENT AVE 11249,40.7209016,-73.9614455
88 DIVISION ST 10002,40.7144171,-73.9937028
3 HANOVER SQUARE 10004,40.7050668,-74.00915069999999
4127 162ND ST 11358,40.7606066,-73.8037556
401 6TH AVE 10014,40.7335199,-74.00001300000001
420 LEXINGTON AVENUE 10017,40.7524237,-73.9755636
119 SULLIVAN STREET 10012,40.7261102,-74.0024921
46 WYCKOFF AVE 11237,40.7057507,-73.921747
1955 86 STREET 11214,40.6052813,-73.9989227
2026 CONEY ISLAND AVE 11223,40.6076103,-73.9622261
230 PARK AVE 10169,40.754522,-73.975915
208 VARICK STREET 10014,40.7287529,-74.0050629
145 ATLANTIC AVENUE 11201,40.690693,-73.9952269
0 PENN STATION 10001,40.749855,-73.9927725
16405 89TH AVE 11432,40.7076362,-73.7968884
849 PROSPECT AVENUE 10459,40.8201741,-73.9016966
1 NEW YORK PLZ 10004,40.7020841,-74.0118801
1 JFK INTL AIRPORT BLVD 11430,40.6655469,-73.80673039999999
722 FLATBUSH AVENUE 11225,40.6557687,-73.9601471
357 1ST AVE 10010,40.735549,-73.9797775
7706 NEW UTRECHT AVE 11214,40.6140665,-74.0007131
44B NEW LOTS AVE 11212,40.6570528,-73.90344200000001
507A EAST 163 STREET 10451,40.8248475,-73.9091998
4117 UNION STREET 11355,40.7588041,-73.8255258
5425 5TH AVE 11220,40.6422529,-74.012905
168 WEST   25 STREET 10001,40.7450473,-73.9944579
1021 OGDEN AVENUE 10452,40.8335814,-73.92926800000001
3811 EAST TREMONT AVENUE 10465,40.8248556,-73.8201924
222 SMITH STREET 11231,40.6840862,-73.9924379
24 9 AVENUE 10014,40.7403556,-74.00557669999999
5705 5 AVENUE 11220,40.6409414,-74.0144839
17649 UNION TURNPIKE 11366,40.726043,-73.79154799999999
9 WEST   57 STREET 10019,40.763861,-73.974794
924 MANHATTAN AVE 11222,40.7310539,-73.95409839999999
342 E 47TH ST 10017,40.7520017,-73.9686555
59 AUDUBON AVE 10032,40.8405566,-73.93796139999999
700 8TH AVE 10036,40.7587072,-73.9882975
5920 FORT HAMILTON PKWY 11219,40.6333127,-74.0057057
142 FRANKLIN STREET 11222,40.7297737,-73.9573128
300 SCHERMERHORN ST 11217,40.6873592,-73.9824046
2715 BROADWAY 10025,40.799727,-73.968518
800 GRAND ST 11211,40.711771,-73.9413696
564 EAST NEW YORK AVENUE 11225,40.6617828,-73.9441106
2367 8 AVENUE 10027,40.8117012,-73.9504248
4223 BELL BOULEVARD 11361,40.7620228,-73.77002619999999
12 JOHN STREET 10038,40.7098261,-74.0091249
805 SOUNDVIEW AVENUE 10473,40.8216288,-73.8666786
265 TROY AVE 11213,40.6701743,-73.9363376
99B CHRYSTIE ST 10002,40.7179102,-73.9942284
100 STANTON STREET 10002,40.72138169999999,-73.9879385
377 KINGSTON AVENUE 11213,40.6660809,-73.9423482
1137 WASHINGTON AVE 11225,40.6611406,-73.9606684
216 E 198TH ST 10458,40.8696643,-73.890264
900 MAIN STREET 10044,40.7702898,-73.9421553
747 9 AVENUE 10019,40.7638784,-73.98899449999999
13335 ROOSEVELT AVE 11354,40.7588339,-73.8331304
269 COLUMBUS AVENUE 10023,40.7778053,-73.97820039999999
9117 37 AVENUE 11372,40.7508048,-73.87539749999999
177 5 AVENUE 11217,40.6771744,-73.97967419999999
9210 SHORE PARKWAY 11414,40.6648338,-73.84171529999999
43 W 39TH ST 10018,40.7526992,-73.9843918
2924 30 AVENUE 11102,40.767289,-73.92286299999999
2620 JEROME AVENUE 10468,40.866861,-73.8975511
7414 5 AVENUE 11209,40.6299711,-74.0227053
9051 CORONA AVENUE 11373,40.7424577,-73.8740318
8 W 40TH ST 10018,40.7523117,-73.9826815
3711 73RD ST 11372,40.7484869,-73.892395
274 BROADWAY 11211,40.7085089,-73.9588234
1587 WATSON AVE 10472,40.8265968,-73.8755822
16612 HILLSIDE AVENUE 11432,40.7094985,-73.7956437
70 VANDAM STREET 10013,40.7263434,-74.0072222
54 EAST   13 STREET 10003,40.7341002,-73.9917595
75 RICHMOND TERRACE 10301,40.6455625,-74.07719349999999
2823 MIDDLETOWN ROAD 10461,40.84363219999999,-73.8359562
185 BLEECKER ST 10012,40.7292484,-74.0009312
125 W 55TH ST 10019,40.7636225,-73.978934
0 CENTRAL TAXI HOLD 11430,40.6567112,-73.7940126
87 CENTRAL AVE 11206,40.7007976,-73.9295296
173 MULBERRY STREET 10013,40.7201098,-73.99721250000002
326 DEKALB AVE 11205,40.689638,-73.96537
3318 DITMARS BOULEVARD 11105,40.7748021,-73.90930589999999
9 WEST   42 STREET 10036,40.7539825,-73.981535
1206 VICTORY BOULEVARD 10301,40.6160482,-74.1039296
786 CONEY ISLAND AVENUE 11218,40.6382322,-73.9688152
2929 DITMARS BOULEVARD 11105,40.776487,-73.9107439
6 WEST   25 STREET 10010,40.7430507,-73.989694
122 WEST   26 STREET 10001,40.7450731,-73.9925985
8655 BROADWAY 11373,40.7373229,-73.8771249
1089 2ND AVE 10022,40.7596953,-73.9653141
309 W 39TH ST 10018,40.7559495,-73.99206110000002
9510 3 AVENUE 11209,40.6171149,-74.0339368
197 KNICKERBOCKER AVE 11237,40.7036939,-73.9265444
3757 103 STREET 11368,40.7518293,-73.8634569
4032 10 AVENUE 10034,40.8694104,-73.9156354
2830 MIDDLETOWN ROAD 10461,40.84329719999999,-73.8355575
2287 WESTCHESTER AVENUE 10462,40.83558490000001,-73.8483578
2353 8 AVENUE 10027,40.8111432,-73.9508381
26 1ST AVE 10009,40.7236857,-73.9877463
10437 QUEENS BOULEVARD 11375,40.7237598,-73.8478741
145149 COURT ST 11201,40.689161,-73.992623
274 COLUMBUS AVE 10023,40.778003,-73.97862839999999
201 PORT RICHMOND AVENUE 10302,40.6362679,-74.1344332
3218 3RD AVE 10451,40.8232647,-73.90876999999999
5920 MAIN STREET 11355,40.7433057,-73.8259278
3020 30 AVENUE 11102,40.766832,-73.9217386
3405 3 AVENUE 10456,40.8284916,-73.9071854
27 CATHERINE STREET 10038,40.7126429,-73.9968312
800 2ND AVE 10017,40.74991079999999,-73.9717539
1215 1 AVENUE 10065,40.7637832,-73.9591418
13106 ROCKAWAY BLVD 11420,40.674598,-73.807135
1715 SHEEPSHEAD BAY RD 11235,40.5855668,-73.9513547
353 BROADWAY 11211,40.7078374,-73.9556597
2307 STEINWAY ST 11105,40.7706167,-73.9082913
399 WEST BROADWAY 10012,40.7242595,-74.00184910000002
2 TIMES SQUARE 10036,40.7596814,-73.9847235
1866 86 STREET 11214,40.6061095,-74.0012181
349 5TH AVE 11215,40.6717514,-73.9838517
360 E 188TH ST 10458,40.8601368,-73.8939997
1505 LEXINGTON AVE 10029,40.7866364,-73.95014929999999
120 RIVERSIDE BOULEVARD 10069,40.7764061,-73.98911
1367 FULTON STREET 11216,40.6804288,-73.9466898
630 UTICA AVENUE 11203,40.6580768,-73.9313093
4229 BELL BLVD 11361,40.7619143,-73.7698806
366 WEST   52 STREET 10019,40.76437749999999,-73.9876172
199 KNICKERBOCKER AVE 11237,40.7036808,-73.9264526
175 KENT AVENUE 11249,40.7179716,-73.9635012
1217 AVENUE U 11229,40.5987028,-73.95963069999999
89 FORT GREENE PL 11217,40.6873766,-73.9764143
13 MARCUS GARVEY BLVD 11206,40.6995163,-73.9411485
104 E 7TH ST 10009,40.7265187,-73.98495419999999
20 Union Sq. W 10003,40.7364501,-73.98991269999999
2450 AMSTERDAM AVE 10033,40.8487234,-73.9309135
800 BURKE AVE 10467,40.8711419,-73.8632014
886 AMSTERDAM AVE 10025,40.7987219,-73.96722969999999
488 DRIGGS AVE 11211,40.7186244,-73.9551067
4015 BELL BLVD 11361,40.7638609,-73.7708719
55 ST. NICHOLAS AVENUE 10026,40.8006605,-73.9527667
125 E 7TH ST 10009,40.7264335,-73.98408189999999
600 3RD AVE 10016,40.7491823,-73.97590579999999
1149 1 AVENUE 10065,40.7621148,-73.9603867
41 ELIZABETH STREET 10013,40.7170283,-73.99696519999999
622 THIRD AVENUE 10017,40.7497769,-73.97570259999999
526 W 207TH ST 10034,40.8652292,-73.9197908
935 8 AVENUE 10019,40.7657404,-73.9838982
229 CHRYSTIE STREET 10002,40.7233932,-73.9919099
95 PAGE AVE 10309,40.5219753,-74.2345899
4183 BOWNE STREET 11355,40.7574997,-73.8222213
811 9 AVENUE 10019,40.765851,-73.9874722
3147 STEINWAY ST 11103,40.7600623,-73.9179061
4307 104 STREET 11368,40.747651,-73.860238
2325 MERMAID AVE 11224,40.5761478,-73.9909547
13324 41ST AVE 11355,40.7455477,-73.8880796
277 GRAND ST 10002,40.7176311,-73.9928051
131 BERRY ST 11249,40.718322,-73.95897599999999
237 36TH ST 11232,40.6565327,-74.0077434
63 GRAND ST 11249,40.716096,-73.964839
1377 E NEW YORK AVE 11212,40.6694577,-73.91763449999999
485 COURT STREET 11231,40.6761804,-73.9985866
1633 CROSBY AVE 10461,40.84481290000001,-73.8310971
156 E 33RD ST 10016,40.7452197,-73.9793528
599 EAST 184 STREET 10458,40.8536704,-73.88947519999999
1509 MERMAID AVENUE 11224,40.5770161,-73.98307179999999
120 CEDAR STREET 10006,40.7095408,-74.0127065
7802 JAMAICA AVENUE 11421,40.6917254,-73.86364329999999
6415 11TH AVE 11219,40.6287642,-74.00557479999999
2418 BROADWAY 10024,40.7899815,-73.9748699
111 E 58TH ST 10022,40.7622127,-73.9694998
102 BOWERY 10013,40.7178477,-73.99542199999999
21 BEDFORD PARK BLVD E 10468,40.8732638,-73.8887424
6902 ROOSEVELT AVENUE 11377,40.7461401,-73.8960927
273 CHURCH STREET 10013,40.7184096,-74.0048334
13035 91ST AVE 11418,40.698741,-73.8192305
1642 BRUCKNER BLVD 10473,40.8245823,-73.8723962
6398 WOODHAVEN BOULEVARD 11374,40.7217882,-73.8673587
555 7 AVENUE 11215,40.6593241,-73.9878926
73 2ND AVE 10003,40.7265138,-73.9895454
5214 8 AVENUE 11220,40.63984,-74.0054
13158 SANFORD AVE 11355,40.754414,-73.8339137
620 8 AVENUE 10018,40.756098,-73.99018819999999
2102 AVENUE X 11235,40.5926464,-73.94895530000001
208 EAST   50 STREET 10022,40.7554154,-73.9705757
2180 86 STREET 11214,40.60188309999999,-73.9941939
10729 METROPOLITAN AVE 11375,40.7097624,-73.8450965
21 WEST   45 STREET 10036,40.7560607,-73.98040879999999
200 W 14TH ST 10011,40.738552,-74.0001048
15003 CROSSBAY BLVD 11417,40.6700465,-73.8422065
21145 JAMAICA AVENUE 11428,40.71568,-73.74784319999999
251 West 51 St 10019,40.762887,-73.9850001
274 WEST  145 STREET 10039,40.82248329999999,-73.9414958
1308 MADISON AVENUE 10128,40.7851486,-73.9558548
3922 WHITE PLAINS RD 10466,40.8861861,-73.8609963
500 CITY ISLAND AVE 10464,40.85222359999999,-73.788923
289 7 AVENUE 11215,40.6679325,-73.9804546
789 9 AVENUE 10019,40.7652144,-73.9880763
738 FRANKLIN AVENUE 11238,40.6732254,-73.9573128
607 2 AVENUE 10016,40.7443924,-73.97644869999999
2255 31 STREET 11105,40.774797,-73.911866
51 AVENUE U 11223,40.5962292,-73.9824977
3603 30 AVENUE 11103,40.7650747,-73.9170489
89 GUYON AVENUE 10306,40.5649225,-74.12771219999999
396 7TH AVE 11215,40.6650188,-73.98334729999999
13858 FRANCIS LEWIS BOULEVARD 11422,40.6676058,-73.7373937
2002 CROSS BRONX EXPRESSWAY 10472,40.8317798,-73.8567794
3740 WHITE PLAINS ROAD 10467,40.8825785,-73.86308650000001
7013 AUSTIN STREET 11375,40.72100469999999,-73.84622019999999
1381 65 STREET 11219,40.6248548,-73.9993683
824 9 AVENUE 10019,40.7660018,-73.9868879
52 WILLIAM STREET 10005,40.7067843,-74.0089713
34 W 32ND ST 10001,40.74769819999999,-73.9872958
645 9 AVENUE 10036,40.7606246,-73.99139819999999
613 CRESCENT AVENUE 10458,40.8538518,-73.88772949999999
21920 NORTHERN BOULEVARD 11361,40.76113340000001,-73.76217319999999
2479 ARTHUR AVE 10458,40.85745,-73.88635579999999
307 KINGS HIGHWAY 11223,40.6052628,-73.97893959999999
4930 KINGS HIGHWAY 11234,40.6334533,-73.92868
325 BROADWAY 10007,40.716076,-74.004925
772 ALLERTON AVE 10467,40.8653296,-73.8646203
3764 E TREMONT AVE 10465,40.8257431,-73.82161990000002
8509 ROOSEVELT AVENUE 11372,40.7481505,-73.88084730000001
824 BROADWAY 10003,40.7330079,-73.9909326
3628 BROADWAY 10031,40.8291193,-73.9480576
3411 30 AVENUE 11103,40.76573399999999,-73.91838299999999
701 WEST  180 STREET 10033,40.8497744,-73.9367005
21222 48 AVENUE 11364,40.755227,-73.768344
120 ESSEX ST 10002,40.7191831,-73.9875483
1425 W 10TH ST 11204,40.6105715,-73.983898
971B E NEW YORK AVE 11212,40.663858,-73.9305052
211 W 34TH ST 10001,40.7515686,-73.9913155
40-24 COLLEGE POINT BLVD 11354,40.757229,-73.8356575
753 9TH AVENUE 10019,40.7640518,-73.9888568
5824 MYRTLE AVENUE 11385,40.700353,-73.9006057
6607 FRESH POND ROAD 11385,40.7088769,-73.8980266
10 MORTON STREET 10014,40.7311638,-74.003548
112 DYCKMAN STREET 10040,40.8619703,-73.9252814
303 5TH AVE 10016,40.7465404,-73.9856069
4042 82ND ST 11373,40.7463535,-73.8839429
162 FRANKLIN STREET 11222,40.73080360000001,-73.95749649999999
7 9 AVENUE 10014,40.739633,-74.00665699999999
236 PORT RICHMOND AVENUE 10302,40.6355246,-74.135408
1842 EAST NEW YORK AVENUE 11207,40.6763202,-73.9006277
3044 WESTCHESTER AVENUE 10461,40.8478553,-73.8310178
1022 MADISON AVENUE 10075,40.7761833,-73.9624213
407 8 AVENUE 10001,40.75000259999999,-73.9953761
19 WEST  170 STREET 10452,40.8405451,-73.9177663
3836 DYRE AVE 10466,40.8889355,-73.8310858
67 WEST   44 STREET 10036,40.7561037,-73.9827221
3558 97TH ST 11368,40.7519563,-73.8702109
7901 3 AVENUE 11209,40.6283744,-74.0287499
604 10 AVENUE 10036,40.7605343,-73.9944618
8535 GRAND AVENUE 11373,40.7356917,-73.88130149999999
603 WEST  168 STREET 10032,40.8414118,-73.94015209999999
624660 WEST   42 STREET 10036,40.76142,-74.0009082
684 3RD AVENUE 10017,40.7516428,-73.97407749999999
560 EAST  149 STREET 10455,40.8141172,-73.9132712
522 WEST   38 STREET 10018,40.7574645,-73.998597
351 GRAND ST 10002,40.7166666,-73.9895454
858 10 AVENUE 10019,40.7685725,-73.9886272
60 WEST   55 STREET 10019,40.7624832,-73.9773402
180 MADISON AVENUE 10016,40.7476205,-73.983485
5 W 31ST ST 10001,40.7469568,-73.98642339999999
7301 YELLOWSTONE BOULEVARD 11375,40.7174831,-73.85670739999999
244 WEST   56 STREET 10019,40.7656166,-73.9830259
676 FRANKLIN AVE 11238,40.6754378,-73.9564977
190 EAST    2 STREET 10009,40.7224092,-73.9840517
2541 BROADWAY 11106,40.7630598,-73.9269348
4823 4 AVENUE 11220,40.64699,-74.0116532
968 4TH AVE 11232,40.6537141,-74.00545319999999
22 WARREN ST 10007,40.7143072,-74.00777149999999
803 9 AVENUE 10019,40.7656093,-73.9877319
2547 BROADWAY 10025,40.794334,-73.972424
14932 41ST AVE 11355,40.7455477,-73.8880796
11 E 31ST ST 10016,40.74636,-73.98494699999999
320 MALCOLM X BLVD 11233,40.6818184,-73.9291049
185 W BROADWAY 10013,40.7178106,-74.00673859999999
9460 CORONA AVENUE 11373,40.741938,-73.868028
22310 SOUTH CONDUIT AVENUE 11413,40.6653285,-73.75438299999999
222 EAST   53 STREET 10022,40.7571454,-73.9685512
214 EAST  161 STREET 10451,40.8251389,-73.9211014
406 EAST    9 STREET 10009,40.7278371,-73.9844492
572 E 169TH ST 10456,40.8320225,-73.9033588
114 E BURNSIDE AVE 10453,40.8529163,-73.9053096
611 HUDSON ST 10014,40.7376733,-74.00588929999999
838 6TH AVE 10001,40.7467447,-73.9896615
101 WEST   23 STREET 10011,40.7433382,-73.992949
1291 LEXINGTON AVE 10028,40.7800106,-73.9550076
870 7 AVENUE 10019,40.76468380000001,-73.9812123
3914 QUEENS BOULEVARD 11104,40.7436618,-73.9255853
1263 NOSTRAND AVE 11226,40.6561592,-73.9499477
205 WEST   54 STREET 10019,40.7640805,-73.98185509999999
3316 30TH AVE 11103,40.7657278,-73.91931869999999
1006 FLUSHING AVE 11237,40.7037805,-73.9306778
715 LORIMER STREET 11211,40.7183949,-73.95033289999999
524 COURT STREET 11231,40.6759936,-73.9992307
NKA JFK International Airport 11430,40.6413111,-73.77813909999999
29 ST MARKS PLACE 10003,40.7290408,-73.98830579999999
275 GREENWICH ST 10007,40.7151648,-74.01096199999999
3018 BROADWAY 11106,40.7619388,-73.9256778
5804 CLARENDON ROAD 11203,40.6446637,-73.92160729999999
6009 7 AVENUE 11220,40.6364479,-74.0117994
4797 BROADWAY 10034,40.8663567,-73.925694
3206 30TH AVE 11102,40.7662504,-73.92042459999999
535 WEST  114 STREET 10027,40.8064972,-73.9633052
1003 2 AVENUE 10022,40.7569805,-73.96732290000001
369 BROOME ST 10013,40.7199004,-73.9959614
4606 8TH AVE 11220,40.6432822,-74.0016693
234 KNICKERBOCKER AVE 11237,40.7028423,-73.92571769999999
6909 8TH AVE 11228,40.6299909,-74.01502470000001
5603 7TH AVE 11220,40.6388458,-74.0093953
320 AVENUE X 11223,40.5901599,-73.9712258
